nom$estActiveUrn$estActiveUrn_fr$estActiveUrn_nl$estActiveUrn_en$estActiveUrn_de$typeOffre$typeOffre_fr$typeOffre_nl$typeOffre_en$typeOffre_de$adresse1_rue$adresse1_numero$adresse1_boite$adresse1_idIns$adresse1_ins$adresse1_cp$adresse1_localite_fr$adresse1_localite_nl$adresse1_localite_en$adresse1_localite_de$adresse1_commune_fr$adresse1_commune_nl$adresse1_commune_en$adresse1_commune_de$adresse1_lieuPrecis$adresse1_provinceUrn_urn$adresse1_provinceUrn_fr$adresse1_provinceUrn_nl$adresse1_provinceUrn_en$adresse1_provinceUrn_de$adresse1_pays_urn$adresse1_pays_fr$adresse1_pays_nl$adresse1_pays_en$adresse1_pays_de$adresse1_lambertX$adresse1_lambertY$adresse1_latitude$adresse1_longitude$adresse1_altitude$adresse1_noaddress$adresse1_parcNaturel_label$adresse1_parcNaturel_idPn$adresse1_organisme$adresse1_organisme_idMdt
"N°9 A Tous Vents"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1187$85034$6747$Saint-Léger$Sint-Léger$Saint-Léger$Saint-Léger$Saint-Léger$Sint-Léger$Saint-Léger$Saint-Léger$"Eglise de Meix le Tige"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$244470,515625$34653,45703125$49,6167$5,67472$309,39902$false$"Parc Naturel de Gaume"$11$Gaume$10
"Moulin de Spitanche"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$2907$82014$6663$Engreux$Engreux$Engreux$Engreux$Houffalize$Houffalize$Houffalize$Houffalize$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$247451,28125$89730,578125$50,1113$5,72994$408,07138$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"La Dampicourtoise"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1599$85047$6767$Montquintin$Montquintin$Montquintin$Montquintin$Rouvroy$Rouvroy$Rouvroy$Rouvroy$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$230004,375$26364,283203125$49,5443$5,47287$239,51779$false$"Parc Naturel de Gaume"$11$Gaume$10
"N°3 La Balade des Croix"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1187$85034$6747$Saint-Léger$Sint-Léger$Saint-Léger$Saint-Léger$Saint-Léger$Sint-Léger$Saint-Léger$Saint-Léger$"Eglise St-Léger"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$244470,515625$34653,45703125$49,6167$5,67472$309,39902$false$"Parc Naturel de Gaume"$11$Gaume$10
"Moulin de Rensiwez"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$2907$82014$6663$Engreux$Engreux$Engreux$Engreux$Houffalize$Houffalize$Houffalize$Houffalize$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$247451,28125$89730,578125$50,1113$5,72994$408,07138$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"N°4 Au fil de la Rouge Eau"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1187$85034$6747$Saint-Léger$Sint-Léger$Saint-Léger$Saint-Léger$Saint-Léger$Sint-Léger$Saint-Léger$Saint-Léger$"Eglise St-Léger"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$244470,515625$34653,45703125$49,6167$5,67472$309,39902$false$"Parc Naturel de Gaume"$11$Gaume$10
"La Méridionale équestre"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1174$85047$6767$Lamorteau$Lamorteau$Lamorteau$Lamorteau$Rouvroy$Rouvroy$Rouvroy$Rouvroy$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$230492,625$24357,962890625$49,5262$5,4792$193,08014$false$"Parc Naturel de Gaume"$11$Gaume$10
Ginselle$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$2838$82014$6663$Bonnerue$Bonnerue$Bonnerue$Bonnerue$Houffalize$Houffalize$Houffalize$Houffalize$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$247451,28125$89730,578125$50,1113$5,72994$408,07138$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"N°5 Sur les Pas de la Sidérurgie"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1187$85034$6747$Saint-Léger$Sint-Léger$Saint-Léger$Saint-Léger$Saint-Léger$Sint-Léger$Saint-Léger$Saint-Léger$"rue d'Arlon, roue à aubes"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$244470,515625$34653,45703125$49,6167$5,67472$309,39902$false$"Parc Naturel de Gaume"$11$Gaume$10
"La Méchoise"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1177$85024$6769$Meix-devant-Virton$Meix-devant-Virton$Meix-devant-Virton$Meix-devant-Virton$Meix-devant-Virton$Meix-devant-Virton$Meix-devant-Virton$Meix-devant-Virton$Neulimont$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$230498,859375$33068,5390625$49,6045$5,48109$272,48697$false$"Parc Naturel de Gaume"$11$Gaume$10
Nevraselle$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$2838$82014$6663$Bonnerue$Bonnerue$Bonnerue$Bonnerue$Houffalize$Houffalize$Houffalize$Houffalize$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$247451,28125$89730,578125$50,1113$5,72994$408,07138$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"N°6 Le Parcours de l'Eau"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1187$85034$6747$Saint-Léger$Sint-Léger$Saint-Léger$Saint-Léger$Saint-Léger$Sint-Léger$Saint-Léger$Saint-Léger$"Eglise de Châtillon"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$244470,515625$34653,45703125$49,6167$5,67472$309,39902$false$"Parc Naturel de Gaume"$11$Gaume$10
"Promenade équestre tronçon H"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$994$82032$6698$Grand-Halleux$Grand-Halleux$Grand-Halleux$Grand-Halleux$Vielsalm$Vielsalm$Vielsalm$Vielsalm$Farnières$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$259674,65625$113777,1953125$50,3253$5,90776$315,0824$false$"Hors Parcs"$1$"Haute Ardenne"$33
"Escarpardenne - Eisleck Trail"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$997$82014$6660$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$"Parc public situé en Rompré"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$243870,046875$94776,8359375$50,15724$5,68113$395,75717$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Nabiselle et Pont de Suhet"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$2838$82014$6663$Bonnerue$Bonnerue$Bonnerue$Bonnerue$Houffalize$Houffalize$Houffalize$Houffalize$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$247451,28125$89730,578125$50,1113$5,72994$408,07138$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Balade de la Strange"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue du Montet"$160$$995$82009$6637$Hollange$Hollange$Hollange$Hollange$Fauvillers$Fauvillers$Fauvillers$Feitweiler$"Église Saint-Raymond"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$244821,578125$66905,890625$49,90656$5,68751$440,58966$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Sentier de découverte des Sources de l'Aisne"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1076$83055$6960$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$242184,125$110070,28125$50,29498$5,66127$430,579$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Pont de Bonnerue"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$2838$82014$6663$Bonnerue$Bonnerue$Bonnerue$Bonnerue$Houffalize$Houffalize$Houffalize$Houffalize$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$247451,28125$89730,578125$50,1113$5,72994$408,07138$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Balade du Cheslot"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue des Vennes"$35$$3279$82009$6637$Strainchamps$Strainchamps$Strainchamps$Strainchamps$Fauvillers$Fauvillers$Fauvillers$Fauvillers$"Église Saint-Pierre"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$244604,453125$63916,1328125$49,87972$5,68375$441,46616$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Manhay - La Gotale - VTC1"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Voie de la Libération"$4$$1076$83055$6960$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$243210,71875$109644,3671875$50,29099$5,67557$444,2255$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Moulin de Mabompré"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$3303$82014$6663$Vellereux$Vellereux$Vellereux$Vellereux$Houffalize$Houffalize$Houffalize$Houffalize$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$247451,28125$89730,578125$50,1113$5,72994$408,07138$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade des Écureuils"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$Hompré$17$$996$82036$6640$Hompré$Hompré$Hompré$Hompré$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$"Foyer Saint-Hubert"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$244692,4375$70978,859375$49,94319$5,68672$462,09784$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Sentier de la Forge à l'Aplé"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1076$83055$6960$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$242184,125$110070,28125$50,29498$5,66127$430,579$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Tour des Fagnes de Odeigne"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1076$83055$6960$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$242184,125$110070,28125$50,29498$5,66127$430,579$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
Rafsaday$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$3303$82014$6663$Vellereux$Vellereux$Vellereux$Vellereux$Houffalize$Houffalize$Houffalize$Houffalize$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$247451,28125$89730,578125$50,1113$5,72994$408,07138$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade des Mésanges (déviée temporairement travaux sur Ravel)"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$Hompré$17$$996$82036$6640$Hompré$Hompré$Hompré$Hompré$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$"Foyer Saint-Hubert"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$244692,4375$70978,859375$49,94319$5,68672$462,09784$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Promenade 25 - Xhoute-si-Plout"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1076$83055$6960$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$242184,125$110070,28125$50,29498$5,66127$430,579$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
Calvaire$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$3303$82014$6663$Vellereux$Vellereux$Vellereux$Vellereux$Houffalize$Houffalize$Houffalize$Houffalize$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$247451,28125$89730,578125$50,1113$5,72994$408,07138$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade du Hibou"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$Remoiville$33$$3221$82036$6640$Remoiville$Remoiville$Remoiville$Remoiville$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$"Moulin de Godinval"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$241570,5625$68574,5625$49,92207$5,64266$431,8113$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Promenade 28 - Hambeu"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1076$83055$6960$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$242184,125$110070,28125$50,29498$5,66127$430,579$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Ozes Basses"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$2907$82014$6663$Engreux$Engreux$Engreux$Engreux$Houffalize$Houffalize$Houffalize$Houffalize$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$247451,28125$89730,578125$50,1113$5,72994$408,07138$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade 22 - Plantisse"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1076$83055$6960$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$242184,125$110070,28125$50,29498$5,66127$430,579$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade des Hirondelles"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$Nives$15$$1006$82036$6640$Nives$Nives$Nives$Nives$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$"Église Saint-Martin"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$238650,828125$67456,2421875$49,91246$5,60175$448,5113$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Dzeu Engreux"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$2907$82014$6663$Engreux$Engreux$Engreux$Engreux$Houffalize$Houffalize$Houffalize$Houffalize$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$247451,28125$89730,578125$50,1113$5,72994$408,07138$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade du Héron"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue des Étangs"$$$3083$82036$6642$Lescheret$Lescheret$Lescheret$Lescheret$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Camping$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$235897,03125$63501,09375$49,87731$5,56253$461,76254$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Manhay - Le Pouhon - VTC 4"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Voie de la Libération"$4$$1076$83055$6960$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$243210,71875$109644,3671875$50,29099$5,67557$444,2255$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Pont de Suhet"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$997$82014$6660$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$251621,328125$92245,15625$50,1332$5,7889$378,59848$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade des Sangliers"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue du Paradis"$$$2813$82036$6642$Bercheux$Bercheux$Bercheux$Bercheux$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$"Église Saint-Martin"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234015,0$66055,0625$49,90054$5,53691$481,32706$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Manhay - WWII - VTC 5"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Voie de la Libération"$4$$1076$83055$6960$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$243210,71875$109644,3671875$50,29099$5,67557$444,2255$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
Alhoumont$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$997$82014$6660$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$251621,328125$92245,15625$50,1332$5,7889$378,59848$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade du Chevreuil"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue du Paradis"$$$2813$82036$6642$Bercheux$Bercheux$Bercheux$Bercheux$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$"Église Saint-Martin"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234015,0$66055,0625$49,90054$5,53691$481,32706$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Manhay - Robiéfa - VTC3"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Voie de la Libération"$4$$1076$83055$6960$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$243210,71875$109644,3671875$50,29099$5,67557$444,2255$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade des Sources"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Chaussée de Neufchâteau"$45$$1019$82036$6640$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vauxhall$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$236052,65625$67132,328125$49,90993$5,56551$448,894$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Manhay - Les Deux Moulins - XC8"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue des Chasseurs Ardennais"$60$$1032$83055$6960$Dochamps$Dochamps$Dochamps$Dochamps$Manhay$Manhay$Manhay$Manhay$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$239150,75$103017,796875$50,23205$5,61704$533,2751$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Notre Dame de la Forêt"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Place du Crucifix"$1$$997$82014$6660$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$251648,328125$92142,1171875$50,13227$5,78925$$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
